,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6584,s6585,Movie,Death House,Harrison Smith,Cody Longo,,,,,,,, Dee Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6585,s6586,Movie,Deathgrip,Clay Porter,Brendan Fairclough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6586,s6587,TV Show,Deep Undercover Collection,,Dave B. Mitchell,United States,20-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6587,s6588,TV Show,Deep Water,,Noah Taylor,,,,,,,, Renee Lim,,,,,, where she grew up, DC Tori Lustigman investigates a gay man's murder and finds a link to her brother's death decades earlier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6588,s6589,Movie,Deewangee,Anees Bazmee,Ajay Devgn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6589,s6590,Movie,Defying the Nazis: The Sharps' War,Ken Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6590,s6591,Movie,Delirium,Dennis Iliadis,Topher Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591,s6592,Movie,Democrats,Camilla Nielsson,,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6592,s6593,Movie,Den of Thieves,Christian Gudegast,Gerard Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6593,s6594,Movie,Denis Leary: No Cure For Cancer,Ted Demme,Denis Leary,United States,8-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6594,s6595,Movie,Desolate,Frederick Cipoletti,Will Brittain,,,,,,,,2020,2018,TV-MA,88 min,Dramas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6595,s6596,Movie,Desolation,Sam Patton,Jaimi Paige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596,s6597,Movie,Detention Letter,Mohamed Samy,Mohamed Ramadan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6597,s6598,Movie,Detour,Christopher Smith,Tye Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598,s6599,Movie,Deviant Love,Michael Feifer,Emma Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6599,s6600,Movie,Devil's Bride,Saara Cantell,Tuulia Eloranta,,,,,,,, Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,s6601,Movie,Devil's Gate,Clay Staub,Amanda Schull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601,s6602,TV Show,Devlok with Devdutt Pattanaik,,Rasika Dugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6602,s6603,Movie,Devrai,Sumitra Bhave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603,s6604,TV Show,Dexter,,Michael C. Hall,,,,,,,, mild-mannered Dexter is a blood-spatter analyst for the Miami police. But at night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604,s6605,Movie,Dhamaal,Indra Kumar,Sanjay Dutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605,s6606,Movie,Di Renjie zhi Sidatianwang,Hark Tsui,Mark Chao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6606,s6607,Movie,Diana: 7 Days That Shook the World,Ben Ryder,James D'Arcy,United Kingdom,28-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607,s6608,Movie,Diana: In Her Own Words,,,United Kingdom,1-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6608,s6609,Movie,Diary of a Chambermaid,Benoît Jacquot,Léa Seydoux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6609,s6610,Movie,Die Another Day,Lee Tamahori,Pierce Brosnan,,,,,,,, Colin Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6610,s6611,Movie,Dil Hai Tumhaara,Kundan Shah,Rekha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6611,s6612,TV Show,Dinner for Five,,,United States,4-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6612,s6613,Movie,Dinner for Schmucks,Jay Roach,Steve Carell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6613,s6614,TV Show,Dino Hunt,,,Canada,4-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6614,s6615,Movie,Disciples Of The 36th Chamber,Chia-Liang Liu,Hou Hsiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6615,s6616,Movie,Discovering Bigfoot,Todd Standing,Todd Standing,United States,15-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6616,s6617,Movie,Dismissed,Benjamin Arfmann,Kent Osborne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6617,s6618,Movie,District 9,Neill Blomkamp,Sharlto Copley,,,,,,,,2019,2009,R,112 min,Action & Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6618,s6619,TV Show,Diva Brides,,,,2-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6619,s6620,Movie,Doctor Zhivago,David Lean,Omar Sharif,,,,,,,, Dramas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6620,s6621,Movie,Dog Eat Dog,Paul Schrader,Nicolas Cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6621,s6622,Movie,Dolphin Kick,Philip Marlatt,Axle McCoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6622,s6623,Movie,Dolphin Tale 2,Charles Martin Smith,Morgan Freeman,,,,,,,, bonds with an orphaned baby dolphin after her beloved pool mate dies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6623,s6624,Movie,Domino,Brian De Palma,Nikolaj Coster-Waldau,,,,,,,, United Kingdom,28-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6624,s6625,Movie,Don Quixote: The Ingenious Gentleman of La Mancha,Mahin Ibrahim,,,,,,,,, Lorena McGregor,,,,,, 2018|2015|TV-14|83 min|Comedies, Independent Movies|In this modern adaptation of a Spanish classic, an eccentric, elderly gentleman sets out with his honest sidekick to right the wrongs of the world.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,s6626,Movie,Don Verdean,Jared Hess,Sam Rockwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626,s6627,Movie,Don't Be Afraid of the Dark,Troy Nixey,Katie Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6627,s6628,Movie,Don't Crack Under Pressure,Thierry Donard,Davide Carrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6628,s6629,Movie,Don't Crack Under Pressure II,Thierry Donard,Davide Carrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629,s6630,Movie,Don't Crack Under Pressure III,Thierry Donard,Temarii Buillard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630,s6631,Movie,Don't Knock Twice,Caradog W. James,Katee Sackhoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6631,s6632,Movie,Don't Look Down,Daniel Gordon,Richard Branson,United Kingdom,1-Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6632,s6633,Movie,Don't Think Twice,Mike Birbiglia,Keegan-Michael Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6633,s6634,Movie,Donnie Brasco,Mike Newell,Al Pacino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634,s6635,Movie,Doom,Andrzej Bartkowiak,Karl Urban,,,,,,,,2020,2005,R,105 min,Action & Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635,s6636,TV Show,Doomsday Preppers,,Michael Izquierdo,United States,1-Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636,s6637,Movie,Doubles Cause Troubles,Wong Jing,Carol 'Do Do' Cheng,,,,,,,, two bickering cousins are forced to navigate both sides of the law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,s6638,Movie,Doubt,John Patrick Shanley,Meryl Streep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,s6639,Movie,Down The Fence,M.J. Isakson,,United States,15-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6639,s6640,Movie,Dr. Seuss' The Cat in the Hat,Bo Welch,Mike Myers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,s6641,Movie,Dr. Seuss' The Grinch,Scott Mosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641,s6642,Movie,Dragonheart,Rob Cohen,Sean Connery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6642,s6643,Movie,Dragonheart 3: The Sorcerer,Colin Teague,Julian Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6643,s6644,Movie,Dragonheart: A New Beginning,Doug Lefler,Christopher Masterson,,,,,,,, who dreams of becoming a knight and teams up with a stable boy to master his skills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6644,s6645,Movie,Dragonheart: Battle for the Heartfire,Patrik Syversen,Tom Rhys Harries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645,s6646,Movie,Dragonkala Ka Rahasya,Rajiv Chilaka,,,18-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6646,s6647,TV Show,Dramaworld,,Liv Hewson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6647,s6648,Movie,Dream Big: Engineering Our World,Greg MacGillivray,Jeff Bridges,United States,1-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6648,s6649,Movie,Dream Boat,Tristan Ferland Milewski,,Germany,1-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649,s6650,Movie,Dries,Reiner Holzemer,Dries Van Noten,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6650,s6651,Movie,Driven to Dance,,Juliet Doherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651,s6652,TV Show,Drugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652,s6653,TV Show,Dueños del paraíso,,Kate del Castillo,,,,,,,, María Luisa Flores,,,,,, Sofía Lama|United States, Chile|February 25, 2017|2015|TV-14|1 Season|Crime TV Shows, International TV Shows, Spanish-Language TV Shows|When Anastasia Cardona's drug lord husband is murdered, she inherits his cocaine empire, leading to a life of wealth, power, violence and betrayal.,,,,,,,,,,,,,,,,,,,,,,,,,,
6653,s6654,Movie,Dukhtar,Afia Nathaniel,Samiya Mumtaz,,,,,,,, Independent Movies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6654,s6655,Movie,Dum,Eeshwar Nivas,Vivek Oberoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6655,s6656,Movie,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,Eric Christian Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6656,s6657,Movie,E-Cigarettes: Miracle or Menace?,Emma Hatherley,Michael Mosley,United Kingdom,1-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6657,s6658,Movie,Earth to Echo,Dave Green,Teo Halm,,,,,,,, Sci-Fi & Fantasy,When a construction project begins in their neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6658,s6659,TV Show,Earth to Luna!,,Angelina Carballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6659,s6660,TV Show,Earth's Natural Wonders,,Olivia Colman,United Kingdom,1-Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6660,s6661,TV Show,Earth's Natural Wonders: Life at the Extremes,,Corey Johnson,,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6661,s6662,Movie,East Side Sushi,Anthony Lucero,Diana Elizabeth Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6662,s6663,Movie,Easy A,Will Gluck,Emma Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6663,s6664,TV Show,Easy Fortune Happy Life,,Lan Cheng-lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6664,s6665,Movie,Eat Pray Love,Ryan Murphy,Julia Roberts,,,,,,,, spirituality and true love.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6665,s6666,Movie,Eddie Murphy: Delirious,Bruce Gowers,Eddie Murphy,United States,15-Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6666,s6667,Movie,Eeda,Ajithkumar,Shane Nigaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6667,s6668,Movie,Eh Janam Tumhare Lekhe,Harjit Singh,Pavan Malhotra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6668,s6669,Movie,Ek Cup Chya,Sumitra Bhave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6669,s6670,Movie,Ek Hasina Thi,Sriram Raghavan,Saif Ali Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6670,s6671,Movie,El último testigo,Philipp Stölzl,Aaron Eckhart,,,,,,,, United Kingdom,4-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6671,s6672,TV Show,El Barco,,Juanjo Artero,,,,,,,, Giselle Calderón,Spain, July 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672,s6673,TV Show,El Cartel,,Manolo Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6673,s6674,TV Show,El Cartel 2,,Diego Cadavid,,,,,,,, International TV Shows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6674,s6675,TV Show,El Chavo,,Roberto Gómez Bolaños,,,,,,,, Doña Florinda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6675,s6676,Movie,El Che,Matías Gueilburt,Paco Ignacio Taibo II,Venezuela,15-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6676,s6677,TV Show,El Clon,,Mauricio Ochmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6677,s6678,Movie,El fin de ETA,Justin Webster,,Spain,8-Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6678,s6679,TV Show,El Vato,,El Dasa,,,,,,,, Mauricio Isaac,,,,,, Patricio Sebastián|United States| February 24, 2018|2017|TV-MA|2 Seasons|International TV Shows, Spanish-Language TV Shows, TV Comedies|Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6679,s6680,Movie,El Viaje: Márama y Rombai,Federico Lemos,,,18-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680,s6681,Movie,Elephants Dream 4 Hour,Bassam Kurdali,Cas Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6681,s6682,Movie,Elizabeth at 90: A Family Tribute,John Bridcut,,United Kingdom,22-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6682,s6683,Movie,Elizabeth Harvest,Sebastian Gutierrez,Abbey Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6683,s6684,Movie,Elles étaient en guerre (1914-1918),Fabien Beziat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684,s6685,Movie,Elles étaient en guerre 1939-1945,Hugues Nancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,s6686,Movie,Elles ont toutes une histoire,Nils Tavernier,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6686,s6687,Movie,Elstree 1976,Jon Spira,Paul Blake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687,s6688,Movie,Emelie,Michael Thelin,Sarah Bolger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6688,s6689,Movie,Emma' (Mother),Riri Riza,Cut Mini Theo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6689,s6690,Movie,Emo the Musical,Neil Triffett,Benson Jack Anthony,,,,,,,, emo Ethan enters the world of Seymour High and meets a cute Christian who's ready to convert him.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6690,s6691,TV Show,Emogenius,,Hunter March,United States,15-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6691,s6692,Movie,Empire of Scents,Kim Nguyen,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6692,s6693,Movie,Employee of the Month,Greg Coolidge,Dane Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6693,s6694,TV Show,Encerrados,,Luis Machín,,,,,,,,2018,2018,TV-MA,1 Season,International TV Shows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6694,s6695,Movie,Encounter: The Killing,Ajay Phansekar,Naseeruddin Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695,s6696,TV Show,Encounters with Evil,,Richard Lintern,United Kingdom,12-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6696,s6697,Movie,End of Watch,David Ayer,Jake Gyllenhaal,,,,,,,, an area of the city ruled by gangs and riddled with drug violence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6697,s6698,TV Show,Enemigo íntimo,,Raúl Méndez,,,,,,,, crime and betrayal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6698,s6699,Movie,Enemy,Denis Villeneuve,Jake Gyllenhaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6699,s6700,Movie,Enlighten Us,Jenny Carchman,James Arthur Ray,United States,18-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6700,s6701,Movie,Entanglement,Jason James,Thomas Middleditch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6701,s6702,Movie,Enter the Dragon,Robert Clouse,Bruce Lee,,,,,,,, Classic Movies,Recruited by a British agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6702,s6703,Movie,Equals,Drake Doremus,Nicholas Hoult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6703,s6704,Movie,Equilibrium,Kurt Wimmer,Christian Bale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6704,s6705,Movie,"Escape from the ""Liberty"" Cinema",Wojciech Marczewski,Janusz Gajos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6705,s6706,Movie,Esperando La Carroza,Alejandro Doria,Luis Brandoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6706,s6707,Movie,Estar o no estar,Marcelo González,Flavio Medina,,,,,,,, a young Russian woman who lived a lonely life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6707,s6708,Movie,Ethirmarai,,Ramanathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6708,s6709,Movie,Euphoria,Valeria Golino,Riccardo Scamarcio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6709,s6710,TV Show,Eurovision Song Contest,,Bar Refaeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6710,s6711,Movie,Evan Almighty,Tom Shadyac,Steve Carell,,,,,,,, Faith & Spirituality,God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6711,s6712,Movie,Event Horizon,Paul W.S. Anderson,Laurence Fishburne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712,s6713,Movie,Every Time I Die,Robi Michael,Drew Fonteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6713,s6714,Movie,Everybody Knows,Asghar Farhadi,Penélope Cruz,,,,,,,, Italy,6-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6714,s6715,TV Show,Everyday Miracles,,Mark Miodownik,United Kingdom,1-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6715,s6716,Movie,Evolution,Ivan Reitman,David Duchovny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6716,s6717,Movie,Ex Machina,Alex Garland,Domhnall Gleeson,,,,,,,, International Movies,A coder at a tech company wins a week-long retreat at the compound of his company's CEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6717,s6718,TV Show,Ex-Boyfriend,,Tony Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6718,s6719,TV Show,Exclusive Edition,James Lee,Berg Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6719,s6720,Movie,Executive Decision,Stuart Baird,Kurt Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6720,s6721,Movie,Exit Afghanistan,Anders Sømme Hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6721,s6722,Movie,Exit Strategy,Michael Whitton,Jameel Saleem,,,,,,,, he has little choice but to move in with his new girlfriend – a decision he almost immediately regrets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6722,s6723,Movie,Exit Wounds,Andrzej Bartkowiak,Steven Seagal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723,s6724,Movie,Expo,Joseph Mbah,Derek Davenport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724,s6725,TV Show,Extras,,Ricky Gervais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6725,s6726,Movie,Eyyvah Eyyvah,Hakan Algül,Demet Akbağ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6726,s6727,Movie,Eyyvah Eyyvah 2,Hakan Algül,Demet Akbağ,,,,,,,, with a little help from his new friend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727,s6728,Movie,Eyyvah Eyyvah 3,Hakan Algül,Demet Akbağ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6728,s6729,TV Show,Ezel,,Kenan İmirzalıoğlu,,,,,,,, İsmail Filiz,Turkey,26-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6729,s6730,Movie,F the Prom,Benny Fine,Cameron Palatas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6730,s6731,Movie,Face 2 Face,Matt Toronto,Daniela Bobadilla,,,,,,,, learn about each other's insecurities and secrets over a series of video chats.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6731,s6732,TV Show,Fairy Tail,,Tetsuya Kakihara,,,,,,,, Katsuyuki Konishi,,,,,, Colleen Clinkenbeard, Brittney Karbowski, Jad Saxton, Christopher R. Sabat, Monica Rial, Rick Keeling, R. Bruce Elliott, David Wald, Brina Palencia, Patrick Seitz, Jamie Marchi|Japan|April 1, 2017|2009|TV-MA|1 Season|Anime Series, International TV Shows|When four young wizards team up to take jobs across the kingdom, they forge a bond more powerful than any magic and grow stronger with every mission.,,,,,,,,,,,,,,,,,,,,,
6732,s6733,TV Show,Fake or Fortune?,,Fiona Bruce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6733,s6734,Movie,Fakta Ladh Mhana,Sanjay Jadhav,Sachin Khedekar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6734,s6735,Movie,Fall Girls,Chris Stokes,Amara La Negra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
